smiles,Mpro-x0072_dock,Mpro-x0104_dock,Mpro-x0107_dock,Mpro-x0161_dock,Mpro-x0195_dock,Mpro-x0305_dock,Mpro-x0354_dock,Mpro-x0387_dock,Mpro-x0395_dock,Mpro-x0397_dock,Mpro-x0426_dock,Mpro-x0434_dock,Mpro-x0540_dock,Mpro-x0678_dock,Mpro-x0874_dock,Mpro-x0946_dock,Mpro-x0967_dock,Mpro-x0991_dock,Mpro-x0995_dock,Mpro-x1077_dock,Mpro-x1093_dock,Mpro-x1249_dock
O=C(Nc1cccnc1)NCCc1ccn(n1)c1ccc(cc1)F,-11.62464714050293,,,,,,,,,,,,,,,-11.745712280273438,,,,,,-11.771279335021973
O=C(Nc1nc2c(s1)cc(cc2)F)CCc1onc(n1)c1ccncc1,,,,,,,,,,,,,,,,,,,,,-12.768527030944824,
O=C(Nc1nnc(s1)c1ccccn1)CCc1cccc(c1F)F,,,,,,,,,,-10.689647674560547,,,,,,,,,,,,
O=C(Nc1scc(n1)c1cccnc1)CCn1[nH]c(=O)c2c(c1=O)cccc2,,,,,,,,,,,-10.530051231384276,,,,,,,,,,,
O=C([C@H]1CCO[C@@H]1c1c(C)nn(c1C)c1ccccc1)N1CCc2c(C1)c(=O)[nH]cn2,,-12.330297470092773,,,,,,,,,,,,,,,,,,,,-12.012447357177734
O=C(c1[nH]c(c(c1C)C(=O)C)C)N1CCCC1c1cccnc1,,,,,,,,,,-10.961627960205078,,,,,,,,,,,,
O=C(c1[nH]ccc1C1CC1)N[C@H]1CCO[C@H]1c1ncn[nH]1,,,,,,,,,,-11.34427547454834,,,,,,,,,,,,
O=C(c1[nH]nc2c1CCCC2)NC1CCCN(C1)c1ncc[nH]c1=O,,,,,,,,-10.296463966369627,,,,,,,,,,,,,,
O=C(c1[nH]nc2c1CCCC2)NCC1(O)CSCC1,,,,,,,,,,,,,,-12.326796531677244,,,,,,,,
O=C(c1[nH]nc2c1CCCC2)Nc1ccc(c(c1)Cl)C,,,,,,,-12.226961135864258,,,,,,,,,,,,,,,
O=C(c1[nH]nc2c1CCCC2)Nc1ccc(cc1)Cc1nnn[nH]1,,,,,,,,,-11.463507652282715,,,,,,,,,,,,,
O=C(c1c(C)[nH]c2c1cccc2)CSc1nc2sccc2c(=O)[nH]1,,-12.63273811340332,,,,,,,,,,,,,,,,,,,,
O=C(c1c(c2ccccc2)n(c2c1cccc2)C)CSc1nnc([nH]1)N,,,,-13.394457817077635,,,,,,,,,,,,,,,,,,
O=C(c1c(c2ccccc2)n(c2c1cccc2)C)CSc1nnc[nH]1,,,,,,,-12.07325839996338,,,,,,,,,,,,,,,
O=C(c1c[nH]c2c1cccc2)C(c1ccccc1)Nc1cccc(c1)S(=O)(=O)N,,,,,,,,,,,,,,,,,,,,,-12.000125885009766,
O=C(c1c[nH]c2c1cccc2)C(c1ccccc1)Sc1nc2ccccc2c(=O)[nH]1,,,,,,,,,,,,,,-12.433993339538574,,,-12.287481307983398,,,,,
O=C(c1c[nH]c2c1cccc2)CSc1ncnc2c1c(C)c(s2)C,,,,,,,,,-11.906736373901367,,,,,,,,,,,,,
O=C(c1c[nH]c2c1cccc2)CSc1nnc([nH]1)N,,,,,-11.755060195922852,,,,,,,,,,,,,,,,,
O=C(c1c[nH]c2c1cccn2)N1CCCC(C1)n1cccn1,,,,,,,,,,-11.03337287902832,,,,,,,,,,,,
O=C(c1cc(n(c1C)C1CC1)C)N1CCCC(C1)c1ccn[nH]1,,,,,,,,,,,,,,,,-11.24641227722168,,,,,,
O=C(c1cc(nc2c1cccc2)N(C)C)N1CCc2c(C1)nc[nH]c2=O,,,,,,,,,,,,-12.644387245178224,,,-12.246589660644533,,,,,,,
O=C(c1ccc([nH]c1=O)C(F)(F)F)NCC(c1c[nH]c2c1cccc2)c1ccccc1Cl,,,,,,,,,,-11.230587005615234,,,,,,,,,,,,
O=C(c1ccc([nH]c1=O)C)N1CCC(=CC1)c1c[nH]c2c1cccn2,,,-11.335148811340332,,,,,,,,,,,,,,,,,,,
O=C(c1ccc([nH]c1=O)C)NCC1CCCc2c1cccc2,,,-11.291668891906738,,,,,,,,,,,,,,,,,,,
O=C(c1ccc(c(c1)F)N(C)C)N1CCC(=CC1)c1c[nH]c2c1cccn2,,,-11.858809471130373,,,,,,,,,,,,,,,,,,,
O=C(c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1)N1CCC(=CC1)c1c[nH]c2c1cccn2,,-12.65869426727295,,,,,,,,,,,,,,,,,,,,
O=C(c1ccc(cc1)CSc1nnc[nH]1)N1CCC(CC1)c1ccccc1,,-12.366216659545898,,,,,,,,,,,,,,,,,,,,
O=C(c1ccc(cc1)OC(F)(F)F)NCCOP(=O)(O)O,,,,,,,,,,,-11.03070068359375,,,,,,,,,,,
O=C(c1ccc(cc1)c1nnn[nH]1)NC(c1ccccc1)c1ccccc1,-11.888145446777346,,,,,,,,,,,,,,,,,,,,,
O=C(c1ccc2c(c1)cccc2)CSc1nnc(o1)c1ccncc1,,,,,,,,,,,,,,,,,-12.435428619384766,,,,-13.921100616455078,
O=C(c1ccc2c(c1)nc[nH]2)N1CCC(CC1)n1c(=O)[nH]c2c1cccc2,,,-11.710416793823242,,,,,,,,,,,,,,,,,,,
O=C(c1ccc2c(c1)nn[nH]2)N1CCC(=CC1)c1c[nH]c2c1cccn2,,,,,,,,,,,,-11.761934280395508,,,,,,-11.918888092041016,,,,
O=C(c1ccc2c(c1)nn[nH]2)N1CCCC(C1)n1cccn1,,,,,,,,,,,-10.413936614990234,,,,,,,,,,,
O=C(c1ccc2c(c1)nn[nH]2)N1CCc2c(C1)ccs2,,,,,,,,,,,,,-9.89066219329834,,,,,,,,,
O=C(c1ccc2c(n1)cccc2)N1CCCC(C1)(O)Cn1nncc1,-11.660012245178224,,,,,,,,,,,,,,,,,,,,,
O=C(c1cccc(c1C)C)N1CCC(=CC1)c1c[nH]c2c1cccn2,,,-11.317652702331545,,,,,,,,,,,,,,,,,,,
O=C(c1cccc2c1cccn2)NCCc1c[nH]c2c1cccc2,,,,,-11.556987762451172,,,,,,,,,,,,,,,,,
O=C(c1cccc2c1ccnc2)N1CCC(CC1)Cc1nc2c([nH]1)cccc2,,-12.332653999328613,,,,,,,,,,,,,,,,,,,,
O=C(c1ccccc1)N1CCCC(C1)NCc1cccnc1,,,,-12.945528030395508,,,,,,,,,,,,,,,,,,
O=C(c1ccccc1)Nc1ccccc1n1ncc2c1nc[nH]c2=O,,,,,,,,-11.32981014251709,,,,,,,,,,,,,,
O=C(c1ccccn1)Nc1cnccc1O,,,,,,,,,,-10.627765655517578,,,,,,,,,,,,
O=C(c1cccnc1)N1CCC(=CC1)c1c[nH]c2c1cccc2,,,,,,,,,,,,,,,,,,-11.04501247406006,,,,
O=C(c1cccnc1)NC(c1ccc2c(c1)CCCC2)c1cccs1,,,,,,,,,,,,,,,-12.576456069946287,,,,,,,
O=C(c1cccnc1)NC(c1ccccc1)Cc1ccccc1,,,,,,,-11.88611125946045,,,,,,,,,,,,,-12.317800521850586,,
O=C(c1cccnc1)NC(c1nccn1C)c1ccccc1,,,,,,,,-11.074249267578123,,,,,,,,,,,,,,
O=C(c1cccnc1)NC(c1nnc2n1CCCCC2)C,,,,,,,,,,,,,,,,,,,,,-12.356659889221193,
O=C(c1cccnc1)NCC(c1c[nH]c2c1cccc2)c1ccccc1Cl,,,,,,,,,,,,,,,-12.41842555999756,,,,,-13.236506462097168,,
O=C(c1cccnc1)NCCCc1cc(n(n1)c1ccccc1)N,,,-11.285039901733398,,,,,,,,,,,,,,,,,,,
O=C(c1cccnc1)NCCN1CCc2c(C1)cccc2,,,,,,,,,,,,,-9.906942367553713,,,-11.079275131225586,,,,,-12.833073616027832,
O=C(c1cccnc1)NCc1cccc(c1)CN1CCCC1,,,,,,,,,,,,,,,,-11.152645111083984,,,,,,
O=C(c1cccnc1)Nc1ccn(n1)c1ncccc1Cl,,,,,,,,,,-11.498933792114258,,,,,,,,,,,,
O=C(c1cccnc1N1CCCC1)N1CCCC(C1)c1nnc[nH]1,,,,,-12.509379386901855,,,,,,,,,,,,,,,,,
O=C(c1cccnc1NCCOc1cccnc1)N1CCCCC1,,,,,,,,-10.70645809173584,,,,,,,,,,,,,,
O=C(c1cccnc1O)NCCc1nccs1,,,,,,,,,,-10.866462707519533,,,,,,,,,,,,
O=C(c1ccco1)N1CCN(CC1)c1nc(nc2c1cccc2)c1cccnc1,,,,,,-12.338848114013672,,,,,,,,,,,,,,,,
O=C(c1ccco1)Nc1sc2c(c1c1nc3c([nH]1)cccc3)CCCC2,,,,,,,,,,,,,,,-12.485416412353516,,,,,,,
O=C(c1ccco1)Nc1sc2c(c1c1nc3c(s1)cccc3)CCCC2,,,,,,,,,,,,,,,-12.676149368286133,,,,,,,
O=C(c1ccnc2c1cncc2)N1CCC(C1)C1CCOCC1,,,,,,,,,,,,,,,,,,,-10.83939266204834,,,
O=C(c1ccnc2c1cncc2)N1CCC(CC1)C(C)(C)C,,,,,,,,,,,,,-10.388679504394533,,,,,,,,,
O=C(c1ccnc2c1cncc2)N1CCCC(C1)C(C)(C)C,,,,,,,,,,,,,-10.514907836914062,,,,,,,,,
O=C(c1ccnc2c1cncc2)NCCc1ccc2c(c1)CCO2,,,,,,,,,,,-10.629852294921877,,-10.5562105178833,,,,,,,,,
O=C(c1ccnn1c1ccccc1)N1CCCC(C1)c1nnc[nH]1,,,,,-11.561800003051758,,,,,,,,,,,,,,,,,
O=C(c1cn(nc1c1cccnc1)Cc1ccccc1)NCCc1cccs1,,,,,,,,,,,,,,-12.816885948181152,,,,,,,,
O=C(c1cn(nc1c1cccnc1)Cc1ccccc1)Nc1ccc2c(c1)OCO2,,,,,,,,,,,,-12.295489311218262,,,,,,,,,,
O=C(c1cnc2c(c1)c(C)no2)N1CCC(=CC1)c1c[nH]c2c1cccc2,,,,,,,,,,,,,,,,,,,,,,-12.329949378967285
O=C(c1cncc(c1C)Cl)N[C@H]1CCC[C@H]1Oc1c[nH]nc1,,,,,,,,,,,,,,,,,,,-11.259504318237305,,,
O=C(c1cnccc1N(C)C)N1CCOC(C1)(C)c1ccccc1,,,,,,,,,,,,,,,,,,,,,-12.216757774353027,
O=C(c1cnccn1)NCCC(c1ccccc1)c1ccccc1,-13.616771697998047,-12.35918140411377,,-13.126235008239744,,-12.903974533081055,,-11.860137939453125,,,,,,,-12.790247917175293,,,,,,,-11.813106536865234
O=C(c1cnccn1)Nc1c(nc2n1cccc2C)c1ccccc1,,,,,,,,,,,,,,,-12.071524620056152,,,,,,,
O=C(c1cnccn1)Nc1cc(ccc1n1cccn1)C(F)(F)F,,,,-13.054983139038086,,,-11.756580352783205,,,,,,,,,,,,,,,
O=C(c1cncnc1C)NC[C@@H]1CCCO[C@H]1c1ccn[nH]1,,,,,,,,,,,,,-10.236135482788086,,,,,,,,,
O=C(c1cncnc1N)N(C1CCCCC1)Cc1ccccc1,,,,,,,,,,,,,,,-12.184642791748047,,,,,,,-11.970584869384766
O=C(c1cnn(c1C)C)NCC(c1c[nH]c2c1cccc2)c1ccccc1,-11.77672290802002,,,,,-12.454835891723633,,,,,,,,,,,,,,,,
O=C(c1cocc1)NCC(c1c[nH]c2c1cccc2)c1ccccc1,-11.728141784667967,,,,,,,,,,,,,,-12.689142227172852,,,,,,,
O=C(c1csc(n1)c1cnccn1)N1CCCC(C1)n1cccn1,,,,,,,,-10.567647933959961,,,,,,,,,,,,,,
O=C(c1n[nH]c(c1)C1CC1)N1CCC(=CC1)c1c[nH]c2c1cccn2,,,-11.633744239807127,,,,,,,,,,,,,,,,,,,
O=C(c1n[nH]c(c1[N+](=O)[O-])C)NCC1(CC1)c1ccccc1,,,,,-12.57339859008789,,,,,,,,,,,,,,,,,
O=C(c1nc(C)c([nH]c1=O)C)NC(c1cccnc1)C1CCCCC1,,,,,,,,,,-11.336532592773438,,,,,,,,,,,,
O=C(c1nccnc1)NC(c1ccc2c(c1)CCC2)c1cccs1,,,,,,,,,,,,,,,-12.151448249816895,,,,,,,-11.691832542419435
O=C(c1nccnc1)NC(c1ccc2c(c1)CCCC2)c1cccs1,,,,,,,,,,,,,,,-12.573433876037598,,,,,,,-12.004621505737305
O=C(c1nccnc1N)NCC(c1c[nH]c2c1cccc2)c1ccccc1,-11.853483200073242,,,,,-12.811936378479006,,,,,,,,,-12.492843627929688,,,,,,,
O=C(c1oc2c(c1CSc1nnc[nH]1)cccc2)N1CCCCC1,,,,,,-12.730587005615234,-12.481035232543945,,,,,,,,,,,,,,,
O=C1CC2(C(=O)N1Cc1nc3n(c1)cccn3)CCc1c2cccc1,,,,,,,,,,,,,,,,,,,-10.836624145507812,,,
O=C1CCC2c3c1cccc3N(C2)S(=O)(=O)c1cccnc1,,,,,,,,,,,,,,,,,,-11.116573333740234,-11.224310874938963,,,
O=C1CCCCN1c1cccc(c1)CNC(=O)c1ccc([nH]c1=O)C,,,,-12.440277099609375,,,,,,,,,,,,,,,,,,
O=C1CCCN1c1ccc(cc1)C(=O)N1CCN(CC1)Cc1nc2ccccc2c(=O)[nH]1,,-12.336594581604006,,,,,,,,,,,,,,,,,,,,
O=C1COc2c(N1)cc(cc2)C(Nc1cncc(c1)Br)C,,,,,,,,-10.959394454956056,,,,,,,,,,,,,,
O=C1N(C)CC2N1CCN(C2)c1nc(nc(c1C)C)c1cccnc1,,,,,,,,,,,,-12.417492866516113,,,,,,,,,,
O=C1N(C2CC2)C(Nc2c1cccc2)c1cn(nc1c1cccnc1)c1ccccc1,,,,,,,,,,,,,,-12.454297065734865,,,,,,,,
O=C1NC2CCCCC2N(C1)C(=O)Nc1cccc(c1Cl)C,,,,,,,,,,-10.64088535308838,,,,,,,,,,,,
O=C1NCCN(C1)C(=O)CCCc1nc2c(s1)cccc2,,,,,,,,,,,,,,,,,-12.217321395874025,,,,,
O=C1NCCN(C1)c1nc(nc2c1c(cs2)c1ccccc1)c1cccnc1,,,,,,,,,,,,,,,,,,-11.19589900970459,,,,
O=C1NCc2c1c1c([nH]c3c1cccc3)c1c2c2ccccc2[nH]1,,,,,,,,,,,,,,-12.782100677490234,,,,,,,,
O=C1Nc2c(C1(C)C)ccc(c2)C(=O)N1CCN(CC1)c1cccnn1,,,,-12.51905918121338,,,,,,,,,,,,,,,,,,
O=C1Nc2ccccc2N(C1)C(=O)CN(Cc1ccccc1Cl)C,,,,,,,,,,,,,,,,,-12.223820686340332,,,,,
O=C1Nc2ccccc2N(C1)C(=O)CN(Cc1ccco1)Cc1ccco1,,,,,,,,,,,,,,,,,-12.379992485046387,,,,,
O=C1Nc2ccccc2N(C1)C(=O)COc1c(Cl)cc(c2c1nc(C)cc2)Cl,,,,,,,,,,,,,,,,,-12.532896041870115,,,,,
O=C1Nc2cnccc2N(C1)C(=O)C1CCN(C1)c1ccccc1Cl,,,,,,,,,,,,,,,,,-12.65273380279541,,,,,
O=C1O[C@H]([C@H](N1)C(=O)N[C@H](C(=O)N1CCC[C@H]1C)Cc1cscn1)C,,,,,,,,,,,,,,-12.605684280395508,,,,,,,,
O=S(=O)(c1ccc(cc1)C(C)(C)C)NCCc1c[nH]nc1,,,,,,,,,,,,,,,,,-12.317399978637695,,,,,
O=S(=O)(c1ccc(cc1)C(F)(F)F)Nc1cccc(c1)Oc1cnccn1,,,,,,,,,,,,,,,,,-12.934419631958008,,,,,
O=S(=O)(c1cccc2c1ccnc2)N1CC2(C1c1ccccc1)CCOCC2,,,,,,,,,,,,,,,,,,,,,,-11.666059494018555
O=S1(=O)CCC(C1)N1CCN(CC1)c1nc(nc2c1cccc2)c1cccnc1,-11.775080680847168,,,,,,,,-11.918539047241213,,,,,,,,,,,-13.02336883544922,,
O=c1[nH][nH]c(n1)CSc1nc(nc2c1cccc2)c1ccco1,,,,,,,,,,,,,,,,,,,,,-12.326265335083008,
O=c1[nH]c(=O)c(c([nH]1)C(=O)N1CCC2(CC1)C1CC3CC2CC(C1)C3)N,,,,,,,,-10.443296432495117,,,,,,,,,,,,,,
O=c1[nH]c(Cc2c[nH]c3c2cccc3)nc2c1cccc2,,,,,,,,,,,-10.523408889770508,,,,,,,,,,,
O=c1[nH]c2c(o1)ccc(c2)C(=O)N1CCCC1c1c(C)n[nH]c1C,,,,,,,,,,,,,,-13.120235443115234,,,,,,,,
O=c1[nH]c2ccccc2c2n1nc(n2)c1ccccn1,-11.713483810424805,,,,,,,,-11.49663257598877,,,,,-12.668326377868652,,,,,,,,
O=c1[nH]ncc(c1Cl)N1CCN(CC1)c1nccs1,,,,,,,,,,,,,,,,,-12.297954559326172,,,,,
O=c1[nH]ncc(c1Cl)NCC(c1ccc2c(c1)OCCO2)(C)C,,,,,,,,,,,-10.560041427612305,,,,,,,,,,,
O=c1[nH]ncc(c1Cl)NCCNc1ccccn1,,,,,,,,,,,,,,,,,-12.740793228149414,,,,,
O=c1[nH]ncc(c1Cl)NCCc1c[nH]c2c1cccc2,,,,,,,,,,,,,,,,,-12.170483589172365,,,,,
O=c1ccc(c[nH]1)C(=O)NC(c1nc2c([nH]1)cccc2)Cc1ccccc1,,,-11.82363510131836,,,,,,,,,,,,,,,-11.170618057250977,,,,
O=c1ccc(cn1Cc1nn(c2c1CCC2)c1ccccc1)c1nnco1,,,,,,,,,,,,,,,,,-12.54038906097412,,,,,
O=c1ccnc2n1nc(s2)NC(c1ccccc1)CC(C)(C)C,,,,,,,,,,,,,,,,,,,,,-12.09009838104248,
OC(=O)/C=C/c1ccc(cc1)Oc1c(sc2c1ccc(c2)O)c1ccc(cc1C(F)(F)C)F,-11.936208724975586,,,,,,,,,,,,,,,,,,,,,
OC(=O)C(=O)O.Fc1ccc(cc1)Oc1c(CNCc2nc3c([nH]2)cccc3)c(nn1c1ccccc1)C,,-13.127420425415039,,,,,,,,,,,,,,,,,,,,
OC(=O)C(=O)O.OCC(CNCC(c1c[nH]c2c1cccc2)c1ccc(cc1)OC)O,,,,,,,,,-11.48910140991211,,,,,,,,,,,,,
OC(=O)C1CC2C(N1C(=O)Cc1cccnc1)CCCC2,,,,,,,,,,,,,,,,,,,,,-12.71265983581543,
OC(=O)CCC(=O)N(Cc1cn(nc1c1cccnc1)c1ccccc1)C,,,,,,,,,,,,,,,,,,,-11.068792343139648,,,
OC(C(=O)NC1CC1)C1CCN(CC1)c1cncc(n1)n1ccnc1C,,,,-12.99112033843994,,,,,,,,,,,,,,,,,,
OC(Cn1c2ccccc2c2c1cccc2)CN1C(=O)NC(C1=O)(C)C,,,,,-11.709512710571287,,,,,,,,,,,,,,,,,
OC(Cn1ccnc1C(=O)c1cccnc1)CN1CCC(CC1)C,,,,,,,,,,,-10.416828155517578,,,,,,,,,,,
OC1CCN(CC1)Cc1cc(Cl)ccc1OCc1cccnc1,,,,,,,,,,,,,,,,,,,-10.940109252929688,,,
OC1CN(C(C1)c1cc(F)ccc1F)C(=O)Cc1ccon1,-11.652466773986815,,,,,,,,,,,,,,,,,,,,,
OCC(NC(=O)c1cnc(c(c1)Cl)N)Cc1ccccc1,,,,,,,,,,-10.57352352142334,,,,,,,,,,,,
OCC1C2CCC(C1NC(=O)Nc1nncs1)C2,,,,,,,,,,,,,,-12.329469680786133,,,,,,,,
OCC1c2ccccc2CCN1C(=O)c1cncc(c1)C,,,,,,,,,,,,,,,,,,,-10.931904792785645,,,
OCCC(Nc1nc2ccccc2cc1CO)C,,,,,-11.457948684692385,,,,,,,,,,,,,,,,,
OCCCC(c1ccccc1)Nc1nc2c(n1C)c(=O)[nH]c(=O)n2C,,,,,,,,,,,,,,-12.618108749389648,,,,,,,,
OCCN(c1nc(nc2c1cccc2)c1cccnc1)C,,,,,,,,,,,-10.439874649047852,-12.004076957702635,,,,,,,,-12.146559715270994,,
OCCNc1nc(c(s1)c1ccccc1)c1ccccc1,-11.869671821594238,,,,,,,,,,,,,,,,,,,,,
OC[C@@H]1CN(C[C@H]1c1cnn(c1)C)c1ccnc2c1cncc2,,,,,,,,,,,,,-10.029335021972656,,,,,,,,,
OC[C@H]1C=C[C@H](C1)Nc1nc(nc2c1cccc2)c1cccnc1,,,,,,,,,,,,-12.108259201049805,,,,,,,,,,
OC[C@H]1CN(CC[C@H]1c1ccccc1)C(=O)c1cncc2c1cccc2,,,-12.320757865905762,,,,,,,,,,,,,,,,,,,
OCc1ccncc1NC(=O)c1ccc(cc1C)F,,,,,,,,,,,,,-9.907373428344727,,,,,,,,,
OCc1ccncc1NCc1cc(Cl)cc2c1nccc2,,,,,,,,,,,-10.346610069274902,,,,,,,,,,,
OP(=O)(C(P(=O)(O)O)(Cc1cccc(c1)c1ccc(cc1)c1ccccc1)O)O,,,,,,,,,,,,,,,,,-12.532257080078125,,,,,
O[C@@H]1[C@@H](COP(=O)(OP(=O)(OP(=O)(O)O)O)O)O[C@H]([C@@H]1O)n1c[n+](c2c1nc(N)[nH]c2=O)C,,,,,,,,,,,,,,,,,,,,,,-11.698058128356935
O[C@@H]1[C@@H](O)[C@@H](O[C@H]1[n+]1cccc(c1)C(=O)N)COP(=O)(O)O,,,,,,,,,,,-11.136924743652344,,,,,,,,,,,
O[C@@H]1[C@H](O)[C@H](O[C@H]1c1[nH]nc2c1ncnc2N)COP(=O)(O)O,,,,,,,,,,,,,-10.140637397766113,,,,,,,,,
O[C@H]1CCN(C1)C(=O)c1ncn(c1)c1ccc(cc1)Br,,,,,,,,,,,,,-9.9229097366333,,,,,,,,,
O[C@H]1C[C@@H](O[C@@H]1CO[P@@](=O)(NP(=O)(O)O)O)n1ccc(=O)[nH]c1=O,,,,,,,,-10.815610885620117,,,,,,,,,,,,,,
Oc1cc(O)c2c(c1)O[C@@H]([C@@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(c(c1)O)O,,,,,,,,,,,,,,,,,-12.17550277709961,,,,,-11.677817344665527
Oc1ccc(cc1)CCNc1nc(nc2c1cccc2)c1cccnc1,,,,,,,,,,,,-12.661531448364258,,,,,,,,,,-11.74066925048828
Oc1ccc(cc1)SCC(=O)N1CCCC(C1)c1[nH]nc(c1)C,-11.692410469055176,,,,,,,,,,,,,,,,,,,,,
Oc1ccc(cc1)[C@@H]1Oc2ccc(cc2[C@H]2[C@@H]1CC(C2)(F)F)O,,,,,-11.976624488830565,,,,,,,,,,,,,,,,,
Oc1ccc(cc1)c1scc(n1)c1cc(n(c1C)c1nccs1)C,,,,-12.869929313659668,,,,,,,,,,,,,,,,,,
Oc1ccc(cn1)C(=O)N1CCc2c(C1)cc(cc2)O,,,,,,,,-10.495885848999023,,,,,,,,,,,,,,
Oc1ccc2c(c1)C=CC1=CCC=C[C@@H]1N2Cc1cnc2c(n1)c(N)nc(n2)N,,,,,,,,,,,-10.370469093322754,,,,,,,,,,,
Oc1ccccc1N1CCN(CC1)c1nc(nc2c1cccc2)c1cccnc1,,,,,,-12.594550132751465,,,,,,-12.545175552368164,,,,,,,,-12.707515716552734,,
Oc1ccccc1c1n[nH]c(c1c1nc2c(n1C)cccc2)c1ccccc1,-11.76956558227539,,,,,,,,,,,,,,,,,,,,,
Oc1ccncc1NC(=O)c1cc(n(c1C)c1cccnc1)C,,,,,,,,-10.367948532104492,,,,,,,,,,,,,,
Oc1ncccc1C(=O)N1CCC(=CC1)c1c[nH]c2c1cccn2,,,,,,,,,,,,,,,,,,-11.681194305419922,,,,
S=c1[nH]c(=O)c(c([nH]1)c1ccccc1)Cc1c(O)ccc2c1cccc2,,,,,,,-11.75706672668457,,,,,,,,,,,,,,,
c1ccc(cc1)C(c1ccccc1)CNc1ncnc2c1cn[nH]2,,,,,,,,,,,,,,,,,,,,,,-11.804272651672365
c1ccc(cc1)C(c1ccccc1)N1CCN(CC1)c1ncnc2c1cn[nH]2,-11.837011337280273,,,,,,,,,,,,,,,,,,,,,
c1ccc(cc1)C(c1ccccc1)NCc1cccnc1.OC(=O)C(=O)O,,,,,,,,,,,,,,,-12.333614349365234,,,,,,,
c1ccc(cc1)C(c1ccccn1)Nc1cncc(n1)n1cccn1,,,,,,,,,,,,,,,,,,,,,-12.058465957641602,
c1ccc(cc1)C1=CCN(CC1)c1nc(nc2c1cccc2)c1cccnc1,,,,,,,,,,,,-12.229011535644533,,,,,,,,,,
c1ccc(cc1)C1CN(C2C1CCC2)c1nccn2c1nnc2,,,,,,,,,,,,,,,,,,,,,-12.118663787841795,
c1ccc(cc1)C1Oc2ccccc2C2N1N=C(C2)c1cccnc1,,,,,,,,,,,,-11.827898025512695,,,,,,,,,,
c1ccc(cc1)CCn1cnc2c1CCN(C2)c1cnccn1,,,,,,,,,-11.419697761535645,,-10.52788543701172,,,,,,,,,,,
c1ccc(cc1)Oc1nc(nc2c1cccc2)c1cccnc1,,,,,,,,,,,,-12.015021324157715,,,-12.585308074951172,,,,,-13.541997909545898,,
c1ccc(cc1)c1[nH]c2c(c1c1csc(n1)c1cnccn1)cccc2,,,,-13.400350570678713,,,,,,,,,,-14.15615940093994,,,,,,,,
c1ccc(cc1)c1ccc(cc1)Oc1nc(nc2c1cccc2)c1cccnc1,,,,,,,,,,-11.190437316894533,,,,,,,,,,,,
c1ccc(cc1)c1csc(n1)Nc1cccnc1,,,,,,,,,,,,,,,,,,,,,-12.296435356140135,
c1ccc(cn1)CNCc1c[nH]nc1c1cc2c(o1)cccc2,,,,,,,,,,,,,,,,,,-11.270031929016113,-11.423107147216795,-12.2196683883667,,
c1ccc(cn1)CNCc1ccncc1,,,,,,,,,,,,,,,,,,,,,-12.267011642456055,
c1ccc(cn1)Oc1nc(nc2c1cccc2)c1cccnc1,,,,,,,,,,-11.172807693481444,,,,,-11.955272674560547,,,,,-12.565216064453125,,
c1ccc(cn1)c1nc(Oc2ccc3c(c2)OCO3)c2c(n1)cccc2,,,,,,,,,,,,,,,,,,,,-12.158971786499025,,
c1ccc(cn1)c1nc(Oc2ccc3c(c2)cccc3)c2c(n1)cccc2,,,,,,,,,-11.492778778076172,-10.60124397277832,,,,,,,,,,-13.702503204345705,,
c1ccc(cn1)c1nc(Oc2cccc3c2cccc3)c2c(n1)cccc2,,,,,,,,,-11.391130447387695,,,-11.853010177612305,,,,,,,,-13.27734661102295,,
c1ccc2c(c1)[nH]c(n2)CNc1ncnc2c1ccs2,,,,,-12.416306495666506,,,,,,,,,,,,,,,,,
c1ccc2c(c1)c(c[nH]2)C1=CCN(CC1)c1ncnc2c1cn[nH]2,,,,,,,,,,,,,,,,,,-11.938943862915039,,,,
c1cnc2c(c1)c(c[nH]2)C1=CCN(CC1)c1ncnc2c1cn[nH]2,,-12.666276931762695,,,,,,,,,,,,,,,,-11.6182861328125,,,,
c1cnc2c(c1)c(c[nH]2)C1=CCN(CC1)c1ncnc2c1scc2,,-12.458423614501953,,,,,,,,,,,,,,,,,,,,
