SMILES,TITLE,Hybrid2,docked_fragment
c1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl)F,AAR-POS-d2a4d1df-23,-8.249612,x0830
c1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl)F,LON-WEI-8f408cad-4,-8.249612,x0830
c1cc(c(c(c1)F)S(=O)(=O)N2CCN(CC2)C(=O)CCl)F,AAR-POS-d2a4d1df-32,-8.249490,x0830
c1cc(c(c(c1)F)S(=O)(=O)N2CCN(CC2)C(=O)CCl)F,LON-WEI-8f408cad-2,-8.249490,x0830
C[C@@H](c1ccc(c(c1)F)F)C(=O)N[C@@H](C)c2cccc(c2)F,JON-UIO-066ce08b-7,-8.247419,x0195
Cc1ccc(c(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl)C,AAR-POS-0daf6b7e-3,-8.226967,x0830
Cc1ccc(c(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl)C,WAR-XCH-79d12f6e-6,-8.226967,x0830
c1cc(cc(c1)N2CCCC2=O)NC(=O)CCl,LON-WEI-8f408cad-1,-8.221556,x0749
c1cc(cc(c1)N2CCCC2=O)NC(=O)CCl,MAK-UNK-7a704a63-10,-8.221556,x0749
c1cc(cc(c1)N2CCCC2=O)NC(=O)CCl,AAR-POS-0daf6b7e-11,-8.221556,x0749
C[NH2+]Cc1c[nH]c2c1cc(cc2)F,DAR-DIA-eace69ff-36,-8.188797,x0195
CC(=O)N1CC[NH+](CC1)Cc2ccsc2,MAK-UNK-6435e6c2-3,-8.185779,x0831
C=CC(=O)N1CCN(CC1)C(=O)c2cccc(c2)Cl,MED-COV-4280ac29-14,-8.169322,x0749
C#Cc1ccc(cc1)CNC(=O)N2CCOCC2,PAT-GYR-359dbb24-1,-8.167992,x0104
c1c[nH+]ccc1N2CCC(CC2)C(=O)N3CCS(=O)(=O)CC3,GIA-UNK-30c7cb75-3,-8.145669,x0072
CC(=O)N1CC[NH+](CC1)Cc2cccs2,MAK-UNK-6435e6c2-2,-8.134935,x0434
Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,GER-UNI-05c7e912-1,-8.128628,x0161
c1cc(sc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,LON-WEI-8f408cad-3,-8.104933,x0749
c1cc(sc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,AAR-POS-d2a4d1df-22,-8.104933,x0749
COc1cccc(c1)NC(=O)Nc2cccc(c2)C#N,ANN-UNI-26382800-6,-8.098941,x0749
c1cc(ccc1N2CCC(CC2)[NH+]3CCCCC3)S(=O)(=O)N,WAR-XCH-b72a1bbc-10,-8.096125,x0104
c1cc(nc(c1)OCC(F)F)NC(=O)NCc2cccnc2,BAR-COM-4e090d3a-69,-8.066553,x1093
CCc1nnnn1c2ccccc2NC(=O)C3(CC3)c4cc(cnc4)Br,BAR-COM-4e090d3a-16,-8.060421,x0830
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3cc([nH]n3)C(C)(C)C)C(=O)C=C)C,LON-WEI-b8d98729-20,-8.018552,x0831
Cc1cccc(c1)NC(=O)/C(=C(\C2CCC2)/O)/C#N,JOH-UNI-c7afdb96-7,-7.984158,x0831
c1cc(cc(c1)NC(=O)Nc2cccnc2)C#N,ANN-UNI-26382800-4,-7.983136,x0749
c1cc(cc(c1)NC(=O)Nc2cccnc2)C#N,JOR-UNI-61e7b1d5-2,-7.983136,x0749
c1cc(cc(c1)NC(=O)Nc2cccnc2)C#N,WAR-XCH-eb7b662f-1,-7.983136,x0749
c1cc(cc(c1)NC(=O)Nc2cccnc2)C#N,DAR-DIA-23aa0b97-5,-7.983136,x0749
c1ccc(cc1)C[C@H](C(=O)NCc2ccno2)NC(=O)OCc3ccccc3,BAR-COM-4e090d3a-19,-7.968852,x0678
CC(=O)N1CC[NH+](CC1)CC(=O)Nc2cccc(c2)S(=O)(=O)N,LON-WEI-b8d98729-4,-7.938325,x0104
CC(=O)N1CC[NH+](CC1)CC(=O)Nc2cccc(c2)S(=O)(=O)N,JAN-GHE-1d98ec1c-7,-7.938325,x0104
CCn1c2ccccc2n(c1=O)CC(=O)NCc3cnccn3,BAR-COM-4e090d3a-51,-7.938208,x0678
Cc1cccc(c1)NC(=O)/C(=C(\C2CCCC2)/O)/C#N,JOH-UNI-c7afdb96-6,-7.910522,x0831
c1cc2c(c[nH]c2nc1)CC(=O)NCc3ccc(cn3)C#N,TRY-UNI-1fd04853-12,-7.890812,x0749
c1cc(cc(c1)C#N)CC(=O)Nc2cccnc2,ANN-UNI-26382800-5,-7.873439,x0749
c1cc(cc(c1)Cl)NC(=O)/C(=C(\c2cccs2)/O)/C#N,JOH-UNI-c7afdb96-5,-7.871647,x0830
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,VIR-GIT-7b3d3065-3,-7.862561,x0749
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,AAR-POS-0daf6b7e-19,-7.862561,x0749
c1ccc(cc1)NC(=O)CC(=O)Nc2ccncc2,GIA-UNK-3f36037a-7,-7.789352,x0107
c1ccc2c(c1)cc(cc2C[NH+]3CCN(CC3)CC#N)Cl,MAT-POS-4e253971-1,-7.785496,x0830
Cc1nc(on1)C[C@@H](c2ccccc2)NC(=O)[C@H](C)Cn3ccnc3,BAR-COM-4e090d3a-38,-7.774179,x0678
c1cc(cc(c1)OCC[NH+]2CCOCC2)NC(=O)NCc3cccnn3,BAR-COM-4e090d3a-54,-7.753376,x0678
c1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)N3CCOCC3,GIA-UNK-eaadd1d4-3,-7.749019,x0072
CC(C)[NH2+]C1CCN(CC1)c2ccc(cc2)S(=O)(=O)N,WAR-XCH-b6889685-23,-7.678153,x0395
CS(=O)(=O)Nc1cccc(c1)C(=O)Nc2cccc(c2)N3CCCC3=O,MAK-UNK-9159f8ed-6,-7.669181,x1077
CS(=O)(=O)Nc1cccc(c1)C(=O)Nc2cccc(c2)N3CCCC3=O,MAK-UNK-1e8f9e3c-1,-7.669181,x1077
c1cc(c(cc1N(=O)=O)Cl)NC(=O)c2cc(ccc2O)Cl,CHR-SOS-7098f804-1,-7.658549,x0678
CS(=O)(=O)NCCCN1CCCc2c1cc(cc2)S(=O)(=O)N,PET-SGC-abcbce68-1,-7.647782,x0195
COc1ccc2c(c1)c(c[nH]2)CCNS(=O)(=O)C,MAR-UNI-9ca61fdc-1,-7.645136,x0831
Cc1cccc(c1)NC(=O)/C(=C(\CC(C)C)/O)/C#N,JOH-UNI-c7afdb96-13,-7.610608,x0749
C=CC(=O)N(c1ccc2c(c1)scn2)[C@H](c3cccnc3)C(=O)Nc4ccc(cc4)Br,LON-WEI-b8d98729-9,-7.523878,x0831
CCC(CC)/C(=C(/C#N)\C(=O)Nc1ccc(cc1)F)/O,JOH-UNI-c7afdb96-14,-7.504443,x0749
CC(=O)N1CC[NH+](CC1)Cc2cn(nn2)c3cccc(c3)S(=O)(=O)N,NIM-UNI-02269248-3,-7.492530,x0104
C[C@@H]1C[C@@H](CN(C1)C(=O)c2ccccc2NC(=O)NCc3ccoc3)C,BAR-COM-4e090d3a-44,-7.434844,x0434
Cc1cccc(c1)NC(=O)/C(=C(\C2CC2)/O)/C#N,JOH-UNI-c7afdb96-8,-7.429615,x0749
CC1(CC1)c2ccc(cc2)N([C@H](c3cccnc3)C(=O)NC(C)(C)C)C(=O)C=C,LON-WEI-d1c9908a-1,-7.423429,x0749
CS(=O)(=O)NCCc1cccc(c1)O,ANT-DIA-b7f58f21-2,-7.416083,x0749
CC(C)(C)C/C(=C(/C#N)\C(=O)Nc1ccccc1)/O,JOH-UNI-c7afdb96-12,-7.342156,x0831
Cc1ccc(cc1)NC(=O)/C(=C(\CC(C)C)/O)/C#N,JOH-UNI-c7afdb96-11,-7.296918,x0749
C[C@@H](c1ccc(cc1)S(=O)(=O)NC)NC(=O)NC(C)(C)C,VIJ-CYC-1a381570-11,-7.291488,x0195
CCC(C)(C)c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3ccccc3Br)C(=O)C=C,LON-WEI-d1c9908a-12,-7.274395,x0749
Cc1cc(ccc1NC(=O)[C@@H](c2cccnc2)N(c3cc(on3)C(C)(C)C)C(=O)C=C)OC,LON-WEI-b8d98729-43,-7.271996,x1392
CC(C)(C)c1cc(n[nH]1)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Cl)C(=O)C=C,LON-WEI-b8d98729-21,-7.264618,x1418
c1cc(cnc1)NC(=O)Nc2cc(cc(c2)Cl)C#N,WAR-XCH-eb7b662f-2,-7.243569,x0749
Cc1ccncc1NC(=O)Nc2cccc(c2)C#N,TRY-UNI-714a760b-24,-7.196349,x0749
CC(C)(C)c1cc(no1)N([C@H](c2cccnc2)C(=O)NC(C)(C)C)C(=O)C=C,LON-WEI-b8d98729-23,-7.190642,x0749
c1cc(cnc1)NC(=O)Cc2cc(cnc2)C#N,DAR-DIA-23aa0b97-17,-7.190603,x0749
c1cc(cc(c1)Cl)[C@@H](CO)NC(=O)CCl,DAV-CRI-3edb475e-4,-7.169279,x0749
C[C@@H](c1ccc(cc1)CNC(=O)C=C)NC(=O)OC(C)(C)C,VIJ-CYC-1a381570-10,-7.127817,x0749
CCCSC/C(=C(/C#N)\C(=O)Nc1ccc(cc1F)F)/O,JOH-UNI-c7afdb96-10,-7.116019,x0749
CCCNC(=O)[C@H](C)NC(=O)N(C)Cc1csc(n1)C,ALE-UNK-fca05062-9,-7.045680,x0195
CCC(C)(C)c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3cccc(c3C)F)C(=O)C=C,LON-WEI-b8d98729-36,-6.975394,x0749
CCCSC/C(=C(/C#N)\C(=O)Nc1ccccc1F)/O,JOH-UNI-c7afdb96-9,-6.906663,x0749
C[NH+]1CCC(CC1)C(=O)N[C@H]2CCCC[C@@H]2NC(=O)c3ccccc3,GIA-UNK-d2defdc3-4,-6.880795,x0967
CC(C)(C)NC(=O)[C@@H](c1cccnc1)N(c2ccc3c(c2)scn3)C(=O)C=C,LON-WEI-b8d98729-31,-6.844155,x0831
c1cc(cc(c1)NC(=O)Nc2c[nH]c3c2cccn3)C#N,DAR-DIA-23aa0b97-11,-6.808415,x0749
C#CC[NH+]1CCN(CC1)C(=O)CCl,TOB-UNK-c2aba166-1,-6.639501,x0831
CC(C)[C@@H](C#N)NS(=O)(=O)c1ccc(cc1)CF,VIJ-CYC-1a381570-12,-6.573712,x1386
CCC(C)(C)c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Br)C(=O)C=C,LON-WEI-b8d98729-35,-6.567985,x0749
C1CS(=O)(=O)C[C@@H]1N(CCC(=O)N)C(=O)CCl,DAN-PUR-6788a628-2,-6.467215,x0770
COc1ccc(cc1OC)[C@@H]2CC(=NN2C(=O)CCl)c3cccs3,MAT-POS-916a2c5a-1,-6.344529,x1392
CC(C)(C)c1c(sc(n1)NS(=O)(=O)c2ccc(cc2)CF)C(=O)OC,VIJ-CYC-1a381570-13,-6.340725,x0161
C[C@@H](c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Cl)C(=O)C=C)OC,LON-WEI-b8d98729-22,-6.333134,x0749
Cc1cc(c(cc1Cl)Cl)S(=O)(=O)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,AAR-POS-dddeddbf-2,-6.275576,x0104
C[C@@H](c1ccc(cc1)N([C@H](c2cccnc2)C(=O)NC(C)(C)C)C(=O)C=C)OC,LON-WEI-b8d98729-10,-6.235109,x0749
Cc1ccncc1NC(=O)c2ccc(cc2)NC(=O)Nc3cccnc3,MAK-UNK-129dcd6f-12,-6.229748,x0104
CCC(C)(C)c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Cl)C(=O)C=C,LON-WEI-b8d98729-33,-6.207908,x0749
Cc1cc(ccc1N(C)C)N([C@H](c2cccnc2)C(=O)NC(C)(C)C)C(=O)C=C,LON-WEI-8f408cad-9,-6.128372,x0749
COc1ccc(cc1)NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)SC)C(=O)C=C,LON-WEI-b8d98729-47,-6.003866,x0749
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3cc(on3)C(C)(C)C)C(=O)C=C)C,LON-WEI-b8d98729-46,-5.954724,x0831
CC(C)(C)c1ccc(cc1)N([C@H](c2cccnc2)C(=O)NC(C)(C)C)C(=O)C=C,LON-WEI-8f408cad-8,-5.917193,x0749
CC(C)(C)NC(=O)[C@@H](c1cccnc1)N(c2ccc(cc2)SC)C(=O)C=C,LON-WEI-b8d98729-6,-5.821193,x0749
c1cc(ccc1/C(=C(\C#N)/C(=O)Nc2ccc(cc2)F)/O)Cl,JOH-UNI-c7afdb96-2,-5.794032,x0734
CC(C)c1ccc(cn1)N([C@H](c2cccnc2)C(=O)NC(C)(C)C)C(=O)C=C,LON-WEI-b8d98729-32,-5.736517,x0749
C[C@@H](c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3ccccc3Br)C(=O)C=C)OC,LON-WEI-b8d98729-19,-5.576895,x0749
CCC(=O)O[C@H](C(C)C)O[P@@](=O)(CCCCc1ccccc1)CC(=O)N2C[C@@H](C[C@H]2C(=O)[O-])C3CCCCC3,LON-WEI-b8d98729-5,-5.570315,x0678
COc1ccc(cc1)NC(=O)[C@@H](c2cccnc2)N(c3ccc4c(c3)scn4)C(=O)C=C,LON-WEI-b8d98729-25,-5.472166,x0759
C=CC(=O)N(c1ccc2c(c1)scn2)[C@H](c3cccnc3)C(=O)Nc4ccc(cc4)Cl,LON-WEI-b8d98729-44,-5.381918,x1392
CCc1cccc(c1)NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)C4(CC4)C)C(=O)C=C,LON-WEI-d1c9908a-6,-5.348599,x1380
CCc1cccc(c1)NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)[C@H](C)OC)C(=O)C=C,LON-WEI-b8d98729-17,-5.173100,x0831
CC1(CC1)c2ccc(cc2)N([C@H](c3cccnc3)C(=O)Nc4ccc(cc4)Cl)C(=O)C=C,LON-WEI-d1c9908a-2,-5.000449,x0831
CC1(CC1)c2ccc(cc2)N([C@H](c3cccnc3)C(=O)Nc4ccc(cc4)Br)C(=O)C=C,LON-WEI-d1c9908a-11,-4.995249,x0749
C=CC(=O)N(c1ccc(cc1)C(F)(F)F)[C@H](c2cccnc2)C(=O)Nc3ccccc3Br,LON-WEI-b8d98729-41,-4.750962,x1380
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)C(F)(F)F)C(=O)C=C)C,LON-WEI-b8d98729-39,-4.642575,x0831
Cc1c(cccc1F)NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)C4(CC4)C)C(=O)C=C,LON-WEI-d1c9908a-13,-4.542414,x0749
Cc1c(cccc1F)NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)C(C)(C)C)C(=O)C=C,LON-WEI-d1c9908a-9,-4.508196,x1380
Cc1cc(ccc1NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)SC)C(=O)C=C)OC,LON-WEI-b8d98729-40,-4.433858,x0831
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)SC)C(=O)C=C)C,LON-WEI-b8d98729-2,-4.300403,x0831
Cc1cc(ccc1N(C)C)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Cl)C(=O)C=C,LON-WEI-b8d98729-11,-4.042912,x0831
CCc1cccc(c1)NC(=O)[C@@H](c2cccnc2)N(c3cc(on3)C(C)(C)C)C(=O)C=C,LON-WEI-b8d98729-15,-4.035255,x1380
Cc1cc(ccc1N(C)C)N([C@H](c2cccnc2)C(=O)Nc3ccccc3Br)C(=O)C=C,LON-WEI-b8d98729-13,-3.970939,x1392
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)C4(CC4)C)C(=O)C=C)C,LON-WEI-d1c9908a-8,-3.686610,x0831
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3ccc(nc3)C(C)C)C(=O)C=C)C,LON-WEI-b8d98729-18,-3.682618,x1392
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3ccc4c(c3)scn4)C(=O)C=C)C,LON-WEI-b8d98729-48,-3.652820,x0831
Cc1cc(ccc1NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)[C@H](C)OC)C(=O)C=C)OC,LON-WEI-b8d98729-8,-3.603661,x1418
CCc1cccc(c1)NC(=O)[C@@H](c2cccnc2)N(c3ccc(c(c3)C)N(C)C)C(=O)C=C,LON-WEI-b8d98729-16,-3.552167,x1380
Cc1cc(ccc1NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)C(F)(F)F)C(=O)C=C)OC,LON-WEI-b8d98729-37,-3.529982,x1380
CCc1cccc(c1)NC(=O)[C@@H](c2cccnc2)N(c3ccc4c(c3)scn4)C(=O)C=C,LON-WEI-b8d98729-38,-3.529699,x0749
Cc1cc(ccc1NC(=O)[C@@H](c2cccnc2)N(c3ccc(nc3)C(C)C)C(=O)C=C)OC,LON-WEI-b8d98729-26,-3.504733,x1380
Cc1cc(ccc1N(C)C)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Br)C(=O)C=C,LON-WEI-b8d98729-14,-3.499897,x0831
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3ccc(c(c3)C)N(C)C)C(=O)C=C)C,LON-WEI-b8d98729-42,-3.483134,x0749
CSc1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Cl)C(=O)C=C,LON-WEI-b8d98729-24,-3.232907,x0770
Cc1cc(ccc1NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)C4(CC4)C)C(=O)C=C)OC,LON-WEI-d1c9908a-4,-3.195148,x0759
Cc1cc(ccc1N(C)C)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)OC)C(=O)C=C,LON-WEI-8f408cad-10,-3.120221,x1418
CC1(CC1)c2ccc(cc2)N([C@H](c3cccnc3)C(=O)Nc4ccc(cc4)OC)C(=O)C=C,LON-WEI-d1c9908a-5,-2.965664,x0749
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)C(C)(C)C)C(=O)C=C)C,LON-WEI-d1c9908a-10,-2.927537,x0692
COc1ccc(cc1)NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)C(F)(F)F)C(=O)C=C,LON-WEI-b8d98729-27,-2.920132,x0749
Cc1cc(ccc1N(C)C)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3C)OC)C(=O)C=C,LON-WEI-b8d98729-30,-2.911081,x1392
Cc1cccc(c1OCC(=O)N[C@@H](Cc2ccccc2)[C@H](C[C@H](Cc3ccccc3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O)C,ALE-UNK-fca05062-1,-2.535317,x0104
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)[C@H](C)OC)C(=O)C=C)C,LON-WEI-b8d98729-45,-2.493143,x0692
CC(C)(C)c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)OC)C(=O)C=C,LON-WEI-d1c9908a-7,-2.073396,x0749
Cc1cc(ccc1NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)C(C)(C)C)C(=O)C=C)OC,LON-WEI-d1c9908a-3,-2.043368,x0749
CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)OCc4cncs4)O,ALE-UNK-fca05062-2,0.619766,x0104
